configuration_id,group,window,return_percent,annualized_return_percent,final_balance,maximum_drawdown_percent,profit_factor,win_rate_percent,average_trade,exposure_percent,fees,trades,blocked_entries,ema_signals,confirmed_pullbacks,confirmation_rate_percent,timeout_count,cancelled_count,average_wait_bars,median_wait_bars,average_entry_improvement_percent,median_entry_improvement_percent,worst_entry_deterioration_percent,worse_entry_count,worse_entry_percent,control_return_percent,control_profit_factor,control_trades
LOW_TOUCH_CLOSE_ABOVE|wait=2|tol=-|retrace=-,pullback,1,18.27049755673047,40.05024063417968,1182.7049755673047,6.816369706587551,5.995861299838026,40.0,36.540995113460966,5.724753835585069,10.62294626931812,5,0,42,5,11.904761904761903,35,2,1.6,2,-0.1913298071067402,-0.10504348409122631,-1.01259682087935,3,60.0,34.71114577102526,1.4932578360709963,42
LOW_TOUCH_CLOSE_ABOVE|wait=2|tol=-|retrace=-,atr_pullback,1,18.27049755673047,40.05024063417968,1182.7049755673047,6.816369706587551,5.995861299838026,40.0,36.540995113460966,5.724753835585069,10.62294626931812,5,0,42,5,11.904761904761903,35,2,1.6,2,-0.1913298071067402,-0.10504348409122631,-1.01259682087935,3,60.0,44.22494492792084,1.6959765700580456,40
LOW_TOUCH_CLOSE_ABOVE|wait=2|tol=-|retrace=-,adx_pullback,1,17.746071058091275,38.806498144025305,1177.4607105809127,6.281498720274765,inf,100.0,177.46071058091275,2.4272956262880694,2.178639349930844,1,4,42,5,11.904761904761903,35,2,1.6,2,-1.01259682087935,-1.01259682087935,-1.01259682087935,1,100.0,7.970170545496649,1.2452697471463448,19
LOW_TOUCH_CLOSE_ABOVE|wait=2|tol=-|retrace=-,atr_adx_pullback,1,17.746071058091275,38.806498144025305,1177.4607105809127,6.281498720274765,inf,100.0,177.46071058091275,2.4272956262880694,2.178639349930844,1,4,42,5,11.904761904761903,35,2,1.6,2,-1.01259682087935,-1.01259682087935,-1.01259682087935,1,100.0,15.702901578944283,1.5969351707358825,18
LOW_TOUCH_CLOSE_ABOVE|wait=3|tol=-|retrace=-,pullback,1,19.82660196388051,43.77350593042553,1198.2660196388051,6.816369706587537,5.59820408165394,42.857142857142854,28.32371709125784,7.7627662010533545,14.984343239152388,7,0,42,7,16.666666666666664,32,3,2.0,2,-0.1266541804349025,-0.10504348409122631,-1.01259682087935,4,57.14285714285714,34.71114577102526,1.4932578360709963,42
LOW_TOUCH_CLOSE_ABOVE|wait=3|tol=-|retrace=-,atr_pullback,1,19.82660196388051,43.77350593042553,1198.2660196388051,6.816369706587537,5.59820408165394,42.857142857142854,28.32371709125784,7.7627662010533545,14.984343239152388,7,0,42,7,16.666666666666664,32,3,2.0,2,-0.1266541804349025,-0.10504348409122631,-1.01259682087935,4,57.14285714285714,44.22494492792084,1.6959765700580456,40
LOW_TOUCH_CLOSE_ABOVE|wait=3|tol=-|retrace=-,adx_pullback,1,17.746071058091275,38.806498144025305,1177.4607105809127,6.281498720274765,inf,100.0,177.46071058091275,2.4272956262880694,2.178639349930844,1,6,42,7,16.666666666666664,32,3,2.0,2,-1.01259682087935,-1.01259682087935,-1.01259682087935,1,100.0,7.970170545496649,1.2452697471463448,19
LOW_TOUCH_CLOSE_ABOVE|wait=3|tol=-|retrace=-,atr_adx_pullback,1,17.746071058091275,38.806498144025305,1177.4607105809127,6.281498720274765,inf,100.0,177.46071058091275,2.4272956262880694,2.178639349930844,1,6,42,7,16.666666666666664,32,3,2.0,2,-1.01259682087935,-1.01259682087935,-1.01259682087935,1,100.0,15.702901578944283,1.5969351707358825,18
LOW_TOUCH_CLOSE_ABOVE|wait=5|tol=-|retrace=-,pullback,1,27.49772927839647,62.844704443965085,1274.9772927839647,7.238389066454076,6.73996553320862,50.0,27.497729278396456,13.418822990611403,21.638284470701652,10,0,42,10,23.809523809523807,26,6,2.9,2.5,-0.03224482691989432,-0.07201407347580621,-1.01259682087935,6,60.0,34.71114577102526,1.4932578360709963,42
LOW_TOUCH_CLOSE_ABOVE|wait=5|tol=-|retrace=-,atr_pullback,1,27.49772927839647,62.844704443965085,1274.9772927839647,7.238389066454076,6.73996553320862,50.0,27.497729278396456,13.418822990611403,21.638284470701652,10,0,42,10,23.809523809523807,26,6,2.9,2.5,-0.03224482691989432,-0.07201407347580621,-1.01259682087935,6,60.0,44.22494492792084,1.6959765700580456,40
LOW_TOUCH_CLOSE_ABOVE|wait=5|tol=-|retrace=-,adx_pullback,1,17.746071058091275,38.806498144025305,1177.4607105809127,6.281498720274765,inf,100.0,177.46071058091275,2.4272956262880694,2.178639349930844,1,9,42,10,23.809523809523807,26,6,2.9,2.5,-1.01259682087935,-1.01259682087935,-1.01259682087935,1,100.0,7.970170545496649,1.2452697471463448,19
LOW_TOUCH_CLOSE_ABOVE|wait=5|tol=-|retrace=-,atr_adx_pullback,1,17.746071058091275,38.806498144025305,1177.4607105809127,6.281498720274765,inf,100.0,177.46071058091275,2.4272956262880694,2.178639349930844,1,9,42,10,23.809523809523807,26,6,2.9,2.5,-1.01259682087935,-1.01259682087935,-1.01259682087935,1,100.0,15.702901578944283,1.5969351707358825,18
LOW_TOUCH_CLOSE_ABOVE|wait=8|tol=-|retrace=-,pullback,1,18.684083409429057,41.03503756443463,1186.8408340942906,10.45216888545652,2.4932971692676427,33.33333333333333,12.456055606286032,15.754522555530112,32.578918213865194,15,0,42,15,35.714285714285715,20,7,4.266666666666667,5,0.07848687198738341,0.0646491300404069,-1.01259682087935,7,46.666666666666664,34.71114577102526,1.4932578360709963,42
LOW_TOUCH_CLOSE_ABOVE|wait=8|tol=-|retrace=-,atr_pullback,1,18.684083409429057,41.03503756443463,1186.8408340942906,10.45216888545652,2.4932971692676427,33.33333333333333,12.456055606286032,15.754522555530112,32.578918213865194,15,0,42,15,35.714285714285715,20,7,4.266666666666667,5,0.07848687198738341,0.0646491300404069,-1.01259682087935,7,46.666666666666664,44.22494492792084,1.6959765700580456,40
LOW_TOUCH_CLOSE_ABOVE|wait=8|tol=-|retrace=-,adx_pullback,1,12.975522950994037,27.748199954877695,1129.7552295099404,6.795715545516509,4.099823973857047,33.33333333333333,43.25174316998008,3.343256239981681,6.344439156932829,3,12,42,15,35.714285714285715,20,7,4.266666666666667,5,0.0744293246723252,0.0646491300404069,-1.01259682087935,1,33.33333333333333,7.970170545496649,1.2452697471463448,19
LOW_TOUCH_CLOSE_ABOVE|wait=8|tol=-|retrace=-,atr_adx_pullback,1,12.975522950994037,27.748199954877695,1129.7552295099404,6.795715545516509,4.099823973857047,33.33333333333333,43.25174316998008,3.343256239981681,6.344439156932829,3,12,42,15,35.714285714285715,20,7,4.266666666666667,5,0.0744293246723252,0.0646491300404069,-1.01259682087935,1,33.33333333333333,15.702901578944283,1.5969351707358825,18
LOW_TOUCH|wait=2|tol=-|retrace=-,pullback,1,13.481807424848716,28.899937454624514,1134.8180742484872,10.079819512201095,2.7516521125136966,28.57142857142857,19.259724892641007,5.8163498969544305,14.362431674156118,7,0,42,7,16.666666666666664,34,1,1.5714285714285714,2,0.02647106890400944,0.4050951379786605,-1.01259682087935,3,42.857142857142854,34.71114577102526,1.4932578360709963,42
LOW_TOUCH|wait=2|tol=-|retrace=-,atr_pullback,1,13.481807424848716,28.899937454624514,1134.8180742484872,10.079819512201095,2.7516521125136966,28.57142857142857,19.259724892641007,5.8163498969544305,14.362431674156118,7,0,42,7,16.666666666666664,34,1,1.5714285714285714,2,0.02647106890400944,0.4050951379786605,-1.01259682087935,3,42.857142857142854,44.22494492792084,1.6959765700580456,40
LOW_TOUCH|wait=2|tol=-|retrace=-,adx_pullback,1,17.746071058091275,38.806498144025305,1177.4607105809127,6.281498720274765,inf,100.0,177.46071058091275,2.4272956262880694,2.178639349930844,1,6,42,7,16.666666666666664,34,1,1.5714285714285714,2,-1.01259682087935,-1.01259682087935,-1.01259682087935,1,100.0,7.970170545496649,1.2452697471463448,19
LOW_TOUCH|wait=2|tol=-|retrace=-,atr_adx_pullback,1,17.746071058091275,38.806498144025305,1177.4607105809127,6.281498720274765,inf,100.0,177.46071058091275,2.4272956262880694,2.178639349930844,1,6,42,7,16.666666666666664,34,1,1.5714285714285714,2,-1.01259682087935,-1.01259682087935,-1.01259682087935,1,100.0,15.702901578944283,1.5969351707358825,18
